id_orden,id_producto,cantidad_comprada,precio_producto,total_orden
11923,4,2,153.17,306.34
11924,3,2,89.33,178.66
11925,10,2,132.55,265.1
11926,14,5,28.85,144.25
11927,7,4,38.56,154.24
11928,13,2,175.33,350.66
11929,18,2,31.99,63.98
11930,3,4,38.01,152.04
11931,4,4,175.37,701.48
11932,14,1,64.83,64.83
11933,10,5,107.44,537.2
11934,10,1,146.79,146.79
11935,2,2,90.72,181.44
11936,9,3,40.63,121.89
11937,18,4,25.21,100.84
11938,2,2,177.39,354.78
11939,1,4,186.14,744.56
11940,15,2,131.4,262.8
11941,2,2,49.5,99.0
11942,5,1,193.51,193.51
11943,18,3,165.65,496.95
11944,4,4,160.3,641.2
11945,13,4,108.93,435.72
11946,14,2,99.41,198.82
11947,9,1,65.76,65.76
11948,17,5,180.22,901.1
11949,6,3,161.6,484.8
11950,10,4,30.93,123.72
11951,4,2,54.15,108.3
11952,9,4,39.32,157.28
11953,4,3,159.16,477.48
11954,9,2,33.69,67.38
11955,12,3,28.43,85.29
11956,18,5,28.74,143.7
11957,17,3,126.63,379.89
11958,15,5,107.9,539.5
11959,5,1,148.86,148.86
11960,4,3,18.78,56.34
11961,3,4,122.76,491.04
11962,18,4,179.29,717.16
11963,15,3,15.77,47.31
11964,8,5,163.28,816.4
11965,8,2,181.55,363.1
11966,5,1,132.25,132.25
11967,17,2,176.56,353.12
11968,12,1,35.98,35.98
11969,6,3,112.79,338.37
11970,10,1,164.98,164.98
11971,3,4,136.71,546.84
11972,16,3,185.78,557.34
11973,16,5,105.78,528.9
11974,8,2,108.04,216.08
11975,18,2,157.73,315.46
11976,1,4,86.7,346.8
11977,15,2,140.1,280.2
11978,1,5,150.79,753.95
11979,8,2,45.15,90.3
11980,12,4,166.66,666.64
11981,7,5,60.4,302.0
11982,10,5,21.48,107.4
11983,6,5,74.61,373.05
11984,18,2,17.57,35.14
11985,10,4,41.89,167.56
11986,18,5,83.03,415.15
11987,13,2,12.56,25.12
11988,18,2,145.21,290.42
11989,6,4,175.51,702.04
11990,7,1,196.91,196.91
11991,3,5,191.87,959.35
11992,13,3,192.84,578.52
11993,13,1,74.82,74.82
11994,6,2,12.65,25.3
11995,8,4,166.98,667.92
11996,15,5,35.38,176.9
11997,1,3,75.63,226.89
11998,13,5,186.49,932.45
11999,17,2,80.48,160.96
12000,4,3,113.56,340.68
12001,6,4,63.34,253.36
12002,16,5,60.47,302.35
12003,13,3,184.39,553.17
12004,4,4,79.08,316.32
12005,18,3,69.01,207.03
12006,16,5,176.03,880.15
12007,12,2,49.8,99.6
12008,11,2,23.89,47.78
12009,2,2,157.38,314.76
12010,2,2,44.11,88.22
12011,8,5,185.84,929.2
12012,16,2,79.36,158.72
12013,10,1,107.62,107.62
12014,11,4,103.85,415.4
12015,14,2,27.88,55.76
12016,18,3,14.41,43.23
12017,9,3,22.91,68.73
12018,5,1,186.13,186.13
12019,6,4,170.68,682.72
12020,11,2,71.05,142.1
12021,8,5,15.92,79.6
12022,1,1,186.04,186.04
12023,12,1,111.68,111.68
12024,2,3,185.1,555.3
12025,3,1,80.93,80.93
12026,1,5,117.79,588.95
12027,12,4,97.33,389.32
12028,8,2,153.86,307.72
12029,12,5,14.73,73.65
12030,5,4,118.17,472.68
12031,13,5,88.66,443.3
12032,3,4,131.31,525.24
12033,5,3,124.19,372.57
12034,8,3,164.59,493.77
12035,15,5,151.59,757.95
12036,17,4,29.32,117.28
12037,11,3,141.91,425.73
12038,16,4,149.3,597.2
12039,13,4,82.63,330.52
12040,1,2,120.48,240.96
12041,10,5,142.2,711.0
12042,15,2,34.91,69.82
12043,13,5,53.87,269.35
12044,7,1,87.55,87.55
12045,3,4,119.55,478.2
12046,12,5,13.92,69.6
12047,18,5,31.77,158.85
12048,2,5,189.34,946.7
12049,7,4,132.48,529.92
12050,4,2,147.86,295.72
12051,4,4,120.94,483.76
12052,2,3,135.69,407.07
12053,9,1,57.06,57.06
12054,15,5,49.88,249.4
12055,15,3,22.13,66.39
12056,1,3,177.77,533.31
12057,8,4,170.34,681.36
12058,7,4,143.13,572.52
12059,9,4,117.66,470.64
12060,15,2,161.15,322.3
12061,14,5,193.38,966.9
12062,15,3,13.32,39.96
12063,8,5,20.32,101.6
12064,8,2,187.86,375.72
12065,4,5,118.03,590.15
12066,16,5,139.85,699.25
12067,10,3,71.62,214.86
12068,15,3,190.21,570.63
12069,1,1,141.76,141.76
12070,5,3,94.61,283.83
12071,5,1,188.71,188.71
12072,2,2,153.21,306.42
12073,18,5,86.53,432.65
12074,11,1,154.64,154.64
12075,2,5,17.81,89.05
12076,12,4,194.14,776.56
12077,2,2,77.72,155.44
12078,14,2,47.79,95.58
12079,15,5,113.16,565.8
12080,7,4,23.71,94.84
12081,12,5,134.58,672.9
12082,13,3,199.9,599.7
12083,2,5,67.14,335.7
12084,11,4,20.02,80.08
12085,9,5,86.7,433.5
12086,17,5,117.28,586.4
12087,18,4,17.82,71.28
12088,11,3,84.05,252.15
12089,14,5,196.13,980.65
12090,11,2,68.52,137.04
12091,8,3,194.23,582.69
12092,18,3,57.3,171.9
12093,5,5,94.32,471.6
12094,10,5,10.84,54.2
12095,6,1,11.34,11.34
12096,3,4,122.45,489.8
12097,9,5,186.84,934.2
12098,3,1,127.42,127.42
12099,8,4,30.28,121.12
12100,16,1,37.99,37.99
12101,8,4,47.02,188.08
12102,8,2,67.23,134.46
12103,16,3,33.2,99.6
12104,4,4,166.29,665.16
12105,1,3,72.07,216.21
12106,14,3,11.81,35.43
12107,11,2,138.16,276.32
12108,5,2,111.66,223.32
12109,12,1,163.47,163.47
12110,15,1,41.98,41.98
12111,1,5,28.85,144.25
12112,13,4,42.55,170.2
12113,7,5,175.82,879.1
12114,7,5,57.14,285.7
12115,8,4,67.58,270.32
12116,15,5,168.09,840.45
12117,10,1,111.26,111.26
12118,7,1,20.58,20.58
12119,8,2,152.1,304.2
12120,10,5,114.19,570.95
12121,8,1,155.34,155.34
12122,2,4,131.4,525.6
12123,8,2,108.92,217.84
12124,3,2,146.15,292.3
12125,17,1,10.47,10.47
12126,2,3,177.11,531.33
12127,2,1,97.84,97.84
12128,16,5,91.59,457.95
12129,15,4,93.64,374.56
12130,13,5,21.41,107.05
12131,9,4,184.87,739.48
12132,18,5,30.53,152.65
12133,6,5,59.41,297.05
12134,12,5,153.75,768.75
12135,2,2,33.88,67.76
12136,6,2,147.83,295.66
12137,14,3,22.31,66.93
12138,18,1,130.39,130.39
12139,11,4,78.1,312.4
12140,9,3,163.46,490.38
12141,2,1,24.81,24.81
12142,7,4,85.23,340.92
12143,12,2,56.3,112.6
12144,2,4,118.66,474.64
12145,7,1,146.8,146.8
12146,16,1,28.98,28.98
12147,9,1,76.86,76.86
12148,16,1,176.56,176.56
12149,3,2,100.86,201.72
12150,16,4,46.35,185.4
12151,15,4,179.84,719.36
12152,9,5,98.33,491.65
12153,13,5,31.6,158.0
12154,6,2,176.34,352.68
12155,15,2,32.27,64.54
12156,3,4,46.02,184.08
12157,14,1,79.84,79.84
12158,8,1,79.59,79.59
12159,15,1,140.83,140.83
12160,13,5,82.79,413.95
12161,16,4,113.33,453.32
12162,17,3,52.93,158.79
12163,14,3,90.3,270.9
12164,9,3,80.29,240.87
12165,8,4,181.06,724.24
12166,3,1,33.62,33.62
12167,9,2,130.45,260.9
12168,3,5,102.78,513.9
12169,15,2,66.11,132.22
12170,12,4,135.94,543.76
12171,5,4,86.22,344.88
12172,2,4,136.93,547.72
12173,4,2,121.06,242.12
12174,18,4,197.22,788.88
12175,3,4,195.65,782.6
12176,13,1,127.57,127.57
12177,6,5,89.1,445.5
12178,16,4,116.53,466.12
12179,1,3,30.0,90.0
12180,13,2,165.12,330.24
12181,2,3,27.5,82.5
12182,15,1,70.22,70.22
12183,17,1,180.14,180.14
12184,18,2,17.61,35.22
12185,15,2,67.75,135.5
12186,12,3,63.41,190.23
12187,2,5,97.77,488.85
12188,12,2,155.83,311.66
12189,16,3,107.43,322.29
12190,12,4,93.76,375.04
12191,5,4,195.87,783.48
12192,15,2,133.95,267.9
12193,3,2,93.22,186.44
12194,1,1,45.06,45.06
12195,11,3,75.84,227.52
12196,5,2,143.01,286.02
12197,5,2,172.77,345.54
12198,17,3,24.81,74.43
12199,10,2,173.3,346.6
12200,6,1,42.57,42.57
12201,12,2,131.06,262.12
12202,2,2,166.37,332.74
12203,7,2,132.94,265.88
12204,7,5,57.52,287.6
12205,17,5,55.89,279.45
12206,1,2,93.74,187.48
12207,16,1,60.78,60.78
12208,4,2,195.61,391.22
12209,18,2,159.2,318.4
12210,9,4,58.56,234.24
12211,4,1,122.2,122.2
12212,7,4,83.7,334.8
12213,17,5,157.81,789.05
12214,12,1,119.01,119.01
12215,8,1,61.32,61.32
12216,9,1,159.28,159.28
12217,17,5,190.94,954.7
12218,3,2,127.42,254.84
12219,11,1,156.17,156.17
12220,8,5,197.62,988.1
12221,13,4,129.78,519.12
12222,5,4,71.11,284.44
12223,6,1,171.21,171.21
12224,3,3,174.33,522.99
12225,8,3,13.32,39.96
12226,11,1,188.66,188.66
12227,17,1,140.1,140.1
12228,11,4,152.88,611.52
12229,10,3,58.57,175.71
12230,8,4,197.7,790.8
12231,4,3,41.59,124.77
12232,13,5,157.99,789.95
12233,9,5,198.49,992.45
12234,17,1,140.04,140.04
12235,11,1,111.28,111.28
12236,17,3,127.39,382.17
12237,5,2,122.15,244.3
12238,12,5,145.08,725.4
12239,2,2,34.31,68.62
12240,18,5,173.94,869.7
12241,6,1,88.43,88.43
12242,4,2,41.98,83.96
12243,14,5,37.22,186.1
12244,3,1,107.66,107.66
12245,6,4,97.73,390.92
12246,18,4,139.2,556.8
12247,8,1,111.63,111.63
12248,10,4,179.23,716.92
12249,12,3,160.82,482.46
12250,13,1,108.31,108.31
12251,1,4,107.75,431.0
12252,10,1,147.97,147.97
12253,6,1,104.63,104.63
12254,9,3,27.47,82.41
12255,13,5,119.69,598.45
12256,3,2,131.16,262.32
12257,18,4,159.31,637.24
12258,14,1,87.32,87.32
12259,10,2,19.19,38.38
12260,15,4,106.16,424.64
12261,14,4,136.1,544.4
12262,18,2,36.68,73.36
12263,17,4,109.3,437.2
12264,17,3,104.05,312.15
12265,14,1,86.83,86.83
12266,2,1,48.6,48.6
12267,6,1,150.25,150.25
12268,10,1,168.4,168.4
12269,13,5,99.32,496.6
12270,8,1,196.01,196.01
12271,6,4,119.79,479.16
12272,1,2,13.73,27.46
12273,4,4,39.92,159.68
12274,14,3,88.77,266.31
12275,11,1,88.24,88.24
12276,7,4,116.91,467.64
12277,7,2,198.33,396.66
12278,14,1,99.82,99.82
12279,14,2,130.38,260.76
12280,16,4,13.56,54.24
12281,2,3,39.64,118.92
12282,11,4,193.58,774.32
12283,9,4,125.12,500.48
12284,13,4,150.81,603.24
12285,14,1,53.09,53.09
12286,9,2,144.59,289.18
12287,13,5,52.98,264.9
12288,2,2,23.81,47.62
12289,4,1,21.56,21.56
12290,1,5,159.96,799.8
12291,1,3,138.72,416.16
12292,9,5,37.73,188.65
12293,6,3,18.07,54.21
12294,12,5,22.45,112.25
12295,2,2,181.05,362.1
12296,13,2,109.08,218.16
12297,14,5,54.04,270.2
12298,5,4,32.91,131.64
12299,13,3,84.84,254.52
12300,4,1,12.45,12.45
12301,2,1,134.76,134.76
12302,4,2,105.71,211.42
12303,1,5,44.34,221.7
12304,4,2,73.6,147.2
12305,2,1,60.06,60.06
12306,17,1,177.83,177.83
12307,16,4,48.91,195.64
12308,18,3,173.34,520.02
12309,8,4,87.58,350.32
12310,7,4,43.22,172.88
12311,6,1,63.07,63.07
12312,7,4,156.43,625.72
12313,17,1,145.91,145.91
12314,3,2,111.28,222.56
12315,3,4,17.78,71.12
12316,7,3,96.13,288.39
12317,9,2,44.31,88.62
12318,2,3,148.13,444.39
12319,12,3,32.11,96.33
12320,3,5,128.71,643.55
12321,4,4,37.72,150.88
12322,9,2,23.39,46.78
12323,2,5,94.06,470.3
12324,5,4,48.38,193.52
12325,13,2,15.77,31.54
12326,16,1,29.6,29.6
12327,13,5,118.0,590.0
12328,4,3,188.16,564.48
12329,7,1,19.28,19.28
12330,4,1,71.79,71.79
12331,4,5,45.52,227.6
12332,17,1,190.43,190.43
12333,12,5,135.75,678.75
12334,7,3,71.48,214.44
12335,13,3,168.33,504.99
12336,9,3,168.43,505.29
12337,8,5,188.5,942.5
12338,9,4,159.67,638.68
12339,17,2,86.09,172.18
12340,16,3,20.25,60.75
12341,7,4,41.52,166.08
12342,17,1,164.88,164.88
12343,18,2,102.12,204.24
12344,12,4,36.95,147.8
12345,10,4,69.65,278.6
12346,10,3,173.32,519.96
12347,7,1,28.26,28.26
12348,1,3,75.97,227.91
12349,15,5,150.62,753.1
12350,2,4,107.21,428.84
12351,11,2,49.95,99.9
12352,4,5,28.26,141.3
12353,5,4,130.87,523.48
12354,9,4,50.55,202.2
12355,4,2,16.02,32.04
12356,11,1,93.44,93.44
12357,7,2,124.13,248.26
12358,7,3,107.95,323.85
12359,2,4,112.99,451.96
12360,11,4,197.38,789.52
12361,7,2,63.11,126.22
12362,12,2,142.26,284.52
12363,6,4,136.36,545.44
12364,18,1,101.73,101.73
12365,1,1,68.57,68.57
12366,16,1,40.93,40.93
12367,9,1,141.23,141.23
12368,5,1,151.74,151.74
12369,3,4,34.84,139.36
12370,9,2,116.17,232.34
12371,3,2,21.96,43.92
12372,16,1,16.71,16.71
12373,13,2,179.95,359.9
12374,7,2,66.52,133.04
12375,9,4,187.97,751.88
12376,11,5,177.08,885.4
12377,4,5,132.01,660.05
12378,7,5,112.21,561.05
12379,17,3,12.57,37.71
12380,18,3,26.3,78.9
12381,3,5,32.19,160.95
12382,4,2,126.36,252.72
12383,12,4,97.16,388.64
12384,9,3,122.69,368.07
12385,8,4,166.45,665.8
12386,12,3,95.68,287.04
12387,14,2,195.29,390.58
12388,18,1,59.6,59.6
12389,11,4,124.45,497.8
12390,6,1,63.76,63.76
12391,10,3,101.74,305.22
12392,2,4,144.43,577.72
12393,14,3,114.49,343.47
12394,3,5,42.38,211.9
12395,12,5,66.56,332.8
12396,1,5,45.46,227.3
12397,15,5,50.61,253.05
12398,2,4,146.76,587.04
12399,11,2,155.2,310.4
12400,14,5,45.64,228.2
12401,11,2,163.38,326.76
12402,13,5,190.58,952.9
12403,14,1,140.54,140.54
12404,12,1,196.22,196.22
12405,7,4,184.34,737.36
12406,11,5,180.47,902.35
12407,12,3,66.05,198.15
12408,3,1,42.61,42.61
12409,6,5,16.66,83.3
12410,18,3,151.55,454.65
12411,12,3,124.21,372.63
12412,17,5,89.68,448.4
12413,4,1,137.6,137.6
12414,9,1,112.67,112.67
12415,8,4,122.96,491.84
12416,18,5,12.3,61.5
12417,3,1,127.65,127.65
12418,15,2,107.43,214.86
12419,15,1,14.49,14.49
12420,7,1,31.88,31.88
12421,17,1,37.94,37.94
12422,9,5,135.88,679.4
12423,13,2,176.85,353.7
12424,6,4,50.47,201.88
12425,6,5,58.82,294.1
12426,3,2,124.37,248.74
12427,7,2,68.68,137.36
12428,9,2,88.93,177.86
12429,5,4,152.38,609.52
12430,6,1,121.5,121.5
12431,14,2,173.08,346.16
12432,14,5,90.4,452.0
12433,17,5,160.38,801.9
12434,9,2,38.69,77.38
12435,15,1,63.75,63.75
12436,16,2,164.4,328.8
12437,3,1,106.12,106.12
12438,8,2,58.28,116.56
12439,5,3,140.58,421.74
12440,16,2,111.26,222.52
12441,2,1,163.87,163.87
12442,10,3,83.69,251.07
12443,13,2,26.87,53.74
12444,11,5,65.98,329.9
12445,1,2,56.52,113.04
12446,1,4,76.05,304.2
12447,4,5,198.93,994.65
12448,5,2,120.73,241.46
12449,8,4,53.62,214.48
12450,12,2,71.61,143.22
12451,3,4,164.61,658.44
12452,3,2,89.94,179.88
12453,8,3,90.25,270.75
12454,11,2,183.08,366.16
12455,15,5,11.93,59.65
12456,1,2,61.67,123.34
12457,9,3,132.19,396.57
12458,10,5,14.62,73.1
12459,7,2,128.53,257.06
12460,11,3,40.16,120.48
12461,12,4,122.89,491.56
12462,7,4,52.1,208.4
12463,6,4,14.98,59.92
12464,8,1,143.51,143.51
12465,5,1,59.94,59.94
12466,16,1,178.73,178.73
12467,1,4,77.21,308.84
12468,3,1,76.58,76.58
12469,1,4,112.37,449.48
12470,17,4,47.88,191.52
12471,3,2,197.4,394.8
12472,8,1,37.68,37.68
12473,12,3,21.7,65.1
12474,9,5,180.08,900.4
12475,15,5,158.42,792.1
12476,8,1,17.59,17.59
12477,15,2,108.68,217.36
12478,15,2,186.38,372.76
12479,13,4,143.64,574.56
12480,1,4,67.72,270.88
12481,2,2,168.23,336.46
12482,2,2,193.23,386.46
12483,14,1,153.8,153.8
12484,6,4,187.24,748.96
12485,10,5,84.43,422.15
12486,1,4,65.57,262.28
12487,8,2,161.01,322.02
12488,13,2,149.28,298.56
12489,13,5,58.27,291.35
12490,7,4,77.69,310.76
12491,8,4,116.25,465.0
12492,6,4,74.96,299.84
12493,12,3,151.31,453.93
12494,4,4,198.15,792.6
12495,12,4,65.12,260.48
12496,17,3,131.02,393.06
12497,6,5,34.72,173.6
12498,9,1,176.93,176.93
12499,12,5,130.51,652.55
12500,2,2,10.14,20.28
12501,18,2,147.74,295.48
12502,5,4,27.48,109.92
12503,6,3,83.7,251.1
12504,18,1,198.38,198.38
12505,15,4,66.08,264.32
12506,7,1,145.34,145.34
12507,4,2,132.45,264.9
12508,5,3,67.15,201.45
12509,5,1,82.88,82.88
12510,2,2,16.74,33.48
12511,1,1,169.94,169.94
12512,1,5,131.38,656.9
12513,11,2,46.24,92.48
12514,12,1,42.05,42.05
12515,10,2,38.01,76.02
12516,5,2,148.91,297.82
12517,3,2,70.06,140.12
12518,13,3,20.56,61.68
12519,2,5,18.24,91.2
12520,8,2,78.65,157.3
12521,11,5,58.2,291.0
12522,13,1,94.13,94.13
12523,10,3,175.59,526.77
12524,11,4,33.31,133.24
12525,10,4,105.09,420.36
12526,9,1,113.13,113.13
12527,7,3,51.95,155.85
12528,1,1,147.63,147.63
12529,4,1,45.45,45.45
12530,1,2,37.81,75.62
12531,4,2,118.45,236.9
12532,4,2,24.26,48.52
12533,7,1,74.32,74.32
12534,10,1,169.58,169.58
12535,1,3,101.38,304.14
12536,5,2,129.22,258.44
12537,6,3,193.13,579.39
12538,5,1,86.71,86.71
12539,2,2,77.89,155.78
12540,18,3,162.29,486.87
12541,15,3,47.53,142.59
12542,16,2,86.36,172.72
12543,15,4,111.11,444.44
12544,12,4,49.91,199.64
12545,6,1,189.07,189.07
12546,13,2,92.65,185.3
12547,14,5,113.07,565.35
12548,15,1,198.7,198.7
12549,18,5,54.55,272.75
12550,11,4,84.04,336.16
12551,2,1,112.79,112.79
12552,3,3,134.18,402.54
12553,11,3,59.91,179.73
12554,18,4,42.25,169.0
12555,16,3,145.75,437.25
12556,10,5,144.34,721.7
12557,3,1,25.62,25.62
12558,18,2,171.35,342.7
12559,5,2,168.16,336.32
12560,5,4,70.89,283.56
12561,7,5,159.11,795.55
12562,11,3,162.93,488.79
12563,11,4,42.81,171.24
12564,14,5,89.56,447.8
12565,16,3,76.75,230.25
12566,10,4,175.89,703.56
12567,13,2,27.06,54.12
12568,16,5,38.82,194.1
12569,11,4,20.99,83.96
12570,16,1,109.5,109.5
12571,10,1,46.12,46.12
12572,16,3,62.58,187.74
12573,17,3,31.94,95.82
12574,4,2,124.66,249.32
12575,3,1,99.64,99.64
12576,4,3,22.07,66.21
12577,2,4,49.71,198.84
12578,2,2,122.15,244.3
12579,4,4,167.49,669.96
12580,4,4,107.33,429.32
12581,11,4,142.44,569.76
12582,15,4,153.77,615.08
12583,13,5,141.47,707.35
12584,5,5,150.41,752.05
12585,7,3,53.63,160.89
12586,7,1,152.47,152.47
12587,6,1,121.5,121.5
12588,4,3,158.35,475.05
12589,14,4,55.92,223.68
12590,3,1,59.66,59.66
12591,6,4,78.27,313.08
12592,13,4,112.66,450.64
12593,5,4,11.72,46.88
12594,14,5,180.6,903.0
12595,7,3,110.63,331.89
12596,13,4,93.08,372.32
12597,1,4,24.14,96.56
12598,11,1,104.3,104.3
12599,7,4,120.19,480.76
12600,8,1,47.1,47.1
12601,15,4,14.26,57.04
12602,3,1,92.42,92.42
12603,16,1,75.15,75.15
12604,13,1,96.57,96.57
12605,11,3,63.69,191.07
12606,6,3,39.03,117.09
12607,10,2,27.11,54.22
12608,13,4,122.53,490.12
12609,16,3,10.77,32.31
12610,6,4,64.59,258.36
12611,9,5,175.41,877.05
12612,4,2,66.49,132.98
12613,3,5,181.3,906.5
12614,18,4,137.96,551.84
12615,13,3,96.15,288.45
12616,6,1,17.64,17.64
12617,11,2,180.63,361.26
12618,7,1,193.14,193.14
12619,8,1,10.71,10.71
12620,10,5,151.93,759.65
12621,15,2,58.6,117.2
12622,18,3,108.3,324.9
12623,1,1,59.13,59.13
12624,6,1,187.61,187.61
12625,15,3,95.04,285.12
12626,9,5,33.77,168.85
12627,2,1,126.08,126.08
12628,6,2,158.42,316.84
12629,6,5,115.8,579.0
12630,11,5,196.71,983.55
12631,12,5,163.24,816.2
12632,9,2,63.11,126.22
12633,9,5,39.39,196.95
12634,2,4,83.94,335.76
12635,16,4,169.45,677.8
12636,7,4,36.85,147.4
12637,3,1,96.09,96.09
12638,10,2,147.87,295.74
12639,11,1,130.83,130.83
12640,8,1,166.32,166.32
12641,14,4,162.05,648.2
12642,4,4,197.97,791.88
12643,9,3,176.38,529.14
12644,6,3,70.61,211.83
12645,13,5,195.45,977.25
12646,13,4,73.52,294.08
12647,16,1,97.06,97.06
12648,4,1,29.41,29.41
12649,6,3,43.11,129.33
12650,2,3,27.79,83.37
12651,13,5,169.97,849.85
12652,18,1,82.12,82.12
12653,11,1,18.84,18.84
12654,1,5,89.31,446.55
12655,16,2,191.42,382.84
12656,9,2,23.42,46.84
12657,17,3,195.5,586.5
12658,16,1,23.33,23.33
12659,16,1,67.28,67.28
12660,11,1,154.44,154.44
12661,10,4,108.72,434.88
12662,1,2,115.17,230.34
12663,16,3,109.02,327.06
12664,7,2,48.99,97.98
12665,11,2,50.21,100.42
12666,18,2,182.21,364.42
12667,18,5,107.13,535.65
12668,1,3,43.7,131.1
12669,1,2,71.91,143.82
12670,6,4,88.93,355.72
12671,3,1,43.89,43.89
12672,17,5,49.75,248.75
12673,13,1,14.02,14.02
12674,17,1,61.09,61.09
12675,9,4,88.25,353.0
12676,1,3,84.79,254.37
12677,12,4,127.1,508.4
12678,1,1,20.37,20.37
12679,14,3,19.28,57.84
12680,12,1,44.76,44.76
12681,3,3,104.18,312.54
12682,14,4,132.08,528.32
12683,12,4,103.87,415.48
12684,7,4,112.49,449.96
12685,4,4,121.62,486.48
12686,4,3,48.22,144.66
12687,14,3,126.35,379.05
12688,4,4,105.38,421.52
12689,17,4,27.28,109.12
12690,6,1,39.84,39.84
12691,11,2,121.17,242.34
12692,6,4,43.75,175.0
12693,14,4,186.26,745.04
12694,1,5,56.21,281.05
12695,13,2,83.74,167.48
12696,18,2,133.23,266.46
12697,11,1,10.92,10.92
12698,13,3,66.9,200.7
12699,5,3,145.87,437.61
12700,2,3,92.98,278.94
12701,14,5,192.92,964.6
12702,13,1,90.24,90.24
12703,9,3,29.43,88.29
12704,18,2,47.01,94.02
12705,8,2,76.47,152.94
12706,17,1,169.49,169.49
12707,1,2,66.65,133.3
12708,5,2,177.88,355.76
12709,15,3,37.91,113.73
12710,10,5,51.37,256.85
12711,12,3,38.48,115.44
12712,16,4,17.4,69.6
12713,12,1,66.58,66.58
12714,13,3,195.29,585.87
12715,3,2,113.43,226.86
12716,5,4,40.52,162.08
12717,18,5,152.2,761.0
12718,10,4,21.9,87.6
12719,10,5,64.07,320.35
12720,11,5,77.4,387.0
12721,7,5,98.37,491.85
12722,12,1,54.96,54.96
12723,16,4,93.27,373.08
12724,2,3,75.69,227.07
12725,10,1,188.64,188.64
12726,13,3,61.08,183.24
12727,6,2,109.98,219.96
12728,15,4,195.86,783.44
12729,5,4,83.81,335.24
12730,4,1,193.43,193.43
12731,11,5,181.25,906.25
12732,7,2,30.57,61.14
12733,13,4,139.83,559.32
12734,6,2,26.08,52.16
12735,11,5,41.77,208.85
12736,7,5,151.0,755.0
12737,17,4,193.56,774.24
12738,15,2,183.94,367.88
12739,15,4,108.29,433.16
12740,12,2,58.92,117.84
12741,15,4,158.43,633.72
12742,1,2,128.52,257.04
12743,9,5,120.09,600.45
12744,12,3,57.01,171.03
12745,6,3,96.97,290.91
12746,12,1,16.14,16.14
12747,5,1,175.7,175.7
12748,14,4,51.46,205.84
12749,1,4,40.23,160.92
12750,18,4,173.79,695.16
12751,7,3,10.71,32.13
12752,18,3,188.66,565.98
12753,16,2,30.73,61.46
12754,10,3,86.64,259.92
12755,1,2,41.36,82.72
12756,7,2,101.98,203.96
12757,11,4,163.27,653.08
12758,10,1,12.57,12.57
12759,15,1,35.05,35.05
12760,13,1,163.87,163.87
12761,15,4,105.3,421.2
12762,14,2,108.61,217.22
12763,8,2,174.63,349.26
12764,16,4,86.47,345.88
12765,5,5,11.93,59.65
12766,3,2,50.43,100.86
12767,2,3,50.06,150.18
12768,18,4,12.66,50.64
12769,16,2,125.47,250.94
12770,7,5,70.55,352.75
12771,1,3,76.21,228.63
12772,12,1,47.72,47.72
12773,15,3,44.66,133.98
12774,10,1,111.6,111.6
12775,16,1,89.0,89.0
12776,3,1,56.05,56.05
12777,5,4,184.13,736.52
12778,14,3,24.04,72.12
12779,4,3,41.31,123.93
12780,2,1,117.52,117.52
12781,8,2,47.56,95.12
12782,14,4,14.95,59.8
12783,10,2,129.96,259.92
12784,6,5,108.06,540.3
12785,6,5,50.68,253.4
12786,7,4,93.18,372.72
12787,4,1,141.53,141.53
12788,1,5,141.82,709.1
12789,16,5,186.68,933.4
12790,14,3,89.17,267.51
12791,11,2,118.44,236.88
12792,17,5,105.13,525.65
12793,13,5,120.86,604.3
12794,9,3,38.52,115.56
12795,6,1,157.65,157.65
12796,1,4,179.0,716.0
12797,11,5,197.87,989.35
12798,15,1,107.07,107.07
12799,8,4,148.61,594.44
12800,9,3,117.41,352.23
12801,5,5,144.69,723.45
12802,10,3,111.07,333.21
12803,8,5,66.64,333.2
12804,11,5,193.53,967.65
12805,3,1,164.84,164.84
12806,12,3,140.41,421.23
12807,17,5,116.12,580.6
12808,9,2,153.91,307.82
12809,16,3,158.24,474.72
12810,13,1,183.44,183.44
12811,16,2,54.28,108.56
12812,15,3,108.82,326.46
12813,17,1,85.07,85.07
12814,14,2,178.06,356.12
12815,13,5,44.84,224.2
12816,1,4,49.09,196.36
12817,10,2,19.48,38.96
12818,16,4,153.72,614.88
12819,2,1,173.6,173.6
12820,3,3,190.05,570.15
12821,6,2,164.28,328.56
12822,5,2,39.64,79.28
12823,18,1,87.55,87.55
12824,5,3,165.75,497.25
12825,3,3,82.41,247.23
12826,4,5,98.69,493.45
12827,11,2,160.35,320.7
12828,13,1,66.46,66.46
12829,6,4,119.8,479.2
12830,10,2,36.5,73.0
12831,15,2,44.06,88.12
12832,15,3,112.17,336.51
12833,17,3,183.29,549.87
12834,4,1,112.96,112.96
12835,7,2,112.06,224.12
12836,1,5,15.11,75.55
12837,17,3,171.0,513.0
12838,5,4,158.82,635.28
12839,14,3,190.9,572.7
12840,8,3,123.14,369.42
12841,17,3,181.24,543.72
12842,5,5,54.74,273.7
12843,8,1,140.42,140.42
12844,15,1,52.23,52.23
12845,5,1,188.03,188.03
12846,16,5,49.87,249.35
12847,3,5,134.89,674.45
12848,16,5,134.72,673.6
12849,1,3,183.23,549.69
12850,16,5,58.82,294.1
12851,3,1,184.35,184.35
12852,11,3,15.81,47.43
12853,8,5,69.65,348.25
