id_orden,fecha_compra,id_cliente,id_region_envio,id_metodo_pago
13293,2025-01-26,1482,3,5
13294,2025-04-17,1383,5,4
13295,2025-02-06,2831,3,1
13296,2025-01-19,1152,3,2
13297,2025-01-28,2969,2,4
13298,2025-03-15,1662,2,2
13299,2025-06-04,2914,4,1
13300,2025-04-20,1256,4,4
13301,2025-02-03,1993,2,2
13302,2025-01-10,1829,3,4
13303,2025-07-10,1919,4,1
13304,2025-07-22,2061,3,4
13305,2025-01-18,2088,4,2
13306,2025-07-12,1465,5,5
13307,2025-06-11,2252,5,4
13308,2025-02-18,2179,3,3
13309,2025-07-02,1015,2,5
13310,2025-03-11,1438,2,3
13311,2025-06-16,1689,4,4
13312,2025-08-27,2579,5,3
13313,2025-03-05,1921,4,3
13314,2025-07-22,1446,4,3
13315,2025-08-23,1749,5,3
13316,2025-05-05,1819,3,4
13317,2025-06-23,2141,2,3
13318,2025-01-07,2368,3,3
13319,2025-07-22,2273,5,2
13320,2025-07-14,2777,2,3
13321,2025-01-08,2785,4,2
13322,2025-03-01,2057,4,3
13323,2025-08-18,1923,3,4
13324,2025-02-28,1482,3,3
13325,2025-03-21,1662,5,5
13326,2025-07-05,2204,5,1
13327,2025-02-05,1282,3,4
13328,2025-05-27,2360,1,4
13329,2025-01-20,2943,3,4
13330,2025-08-16,2313,5,3
13331,2025-03-12,2127,1,2
13332,2025-07-07,2613,5,1
13333,2025-02-07,1086,4,2
13334,2025-08-21,2232,2,5
13335,2025-02-22,2534,3,3
13336,2025-05-03,2191,5,2
13337,2025-08-14,1537,3,3
13338,2025-02-09,1757,5,3
13339,2025-08-28,2695,2,1
13340,2025-01-08,1207,3,1
13341,2025-04-12,1567,1,3
13342,2025-03-26,2041,4,4
13343,2025-07-01,2006,5,5
13344,2025-07-28,2390,3,1
13345,2025-03-05,2703,4,4
13346,2025-06-10,2805,2,1
13347,2025-01-22,1800,2,1
13348,2025-01-03,2565,5,4
13349,2025-06-08,2428,2,3
13350,2025-02-25,2205,4,3
13351,2025-03-06,2956,2,3
13352,2025-03-03,2662,2,3
13353,2025-06-22,1978,2,2
13354,2025-04-25,2020,5,2
13355,2025-06-10,1536,2,3
13356,2025-02-28,1293,5,5
13357,2025-06-09,2051,1,3
13358,2025-03-27,1600,4,3
13359,2025-01-11,1604,4,3
13360,2025-06-08,1550,3,4
13361,2025-06-16,2910,1,5
13362,2025-07-21,2766,5,5
13363,2025-02-19,2818,3,1
13364,2025-02-19,2282,4,4
13365,2025-07-05,1360,5,2
13366,2025-04-01,2586,5,3
13367,2025-06-12,1426,5,2
13368,2025-04-15,2917,1,2
13369,2025-08-07,2022,2,4
13370,2025-02-26,1284,2,3
13371,2025-03-22,1479,1,3
13372,2025-07-06,2715,2,4
13373,2025-04-13,1144,5,4
13374,2025-04-26,1573,2,1
13375,2025-05-11,1142,1,2
13376,2025-08-18,2585,4,2
13377,2025-07-02,2204,4,3
13378,2025-02-05,1099,1,1
13379,2025-03-01,1732,1,2
13380,2025-08-03,1550,4,3
13381,2025-02-13,2957,2,3
13382,2025-01-04,1569,4,5
13383,2025-07-03,2555,5,2
13384,2025-07-04,1332,5,3
13385,2025-06-28,2163,5,3
13386,2025-05-15,2566,5,2
13387,2025-03-25,1500,1,1
13388,2025-06-20,1269,5,3
13389,2025-05-21,2328,5,1
13390,2025-04-21,2403,4,4
13391,2025-04-02,2061,1,1
13392,2025-01-28,1475,2,3
13393,2025-05-16,2790,2,2
13394,2025-04-20,1889,3,3
13395,2025-08-13,2591,3,3
13396,2025-03-09,2625,3,3
13397,2025-06-15,2369,3,5
13398,2025-04-07,1993,4,3
13399,2025-01-13,2466,2,4
13400,2025-08-17,2671,3,2
13401,2025-07-23,2361,5,1
13402,2025-05-20,2865,5,3
13403,2025-04-25,2266,3,2
13404,2025-07-28,1715,5,1
13405,2025-04-14,1649,2,1
13406,2025-02-03,1298,4,2
13407,2025-06-15,2773,5,5
13408,2025-07-17,1024,5,5
13409,2025-06-05,1562,4,4
13410,2025-05-05,1229,5,4
13411,2025-07-20,1950,1,3
13412,2025-03-28,1415,4,3
13413,2025-02-24,1847,2,3
13414,2025-03-05,1668,3,2
13415,2025-06-25,1350,4,1
13416,2025-02-15,1711,1,5
13417,2025-03-05,1614,5,1
13418,2025-01-24,1807,3,1
13419,2025-01-08,1151,4,2
13420,2025-04-07,2031,2,2
13421,2025-05-01,2738,5,5
13422,2025-07-05,2160,3,3
13423,2025-04-28,1231,2,2
13424,2025-05-26,1652,3,1
13425,2025-01-21,1471,2,4
13426,2025-08-08,2572,2,2
13427,2025-08-28,1965,3,5
13428,2025-07-20,1592,1,5
13429,2025-02-03,2536,4,2
13430,2025-03-07,1118,3,3
13431,2025-07-28,1382,3,2
13432,2025-06-14,2826,4,1
13433,2025-02-15,2407,4,1
13434,2025-01-02,2342,3,1
13435,2025-06-12,1992,1,1
13436,2025-02-05,1792,1,4
13437,2025-01-06,1711,4,4
13438,2025-03-28,1936,4,1
13439,2025-07-16,1665,4,4
13440,2025-05-07,1016,2,4
13441,2025-07-16,2984,4,3
13442,2025-07-11,1226,1,1
13443,2025-08-26,1887,1,1
13444,2025-08-14,2161,1,2
13445,2025-08-27,2964,1,2
13446,2025-05-12,1982,1,5
13447,2025-05-19,2378,4,4
13448,2025-03-21,2028,4,2
13449,2025-06-22,1706,1,3
13450,2025-01-20,2656,5,2
13451,2025-01-01,1638,3,3
13452,2025-06-09,1648,4,4
13453,2025-04-20,1258,5,3
13454,2025-04-16,2656,1,3
13455,2025-04-11,2175,2,3
13456,2025-04-09,2614,4,4
13457,2025-03-15,1599,4,1
13458,2025-01-20,2515,5,3
13459,2025-06-05,2663,3,2
13460,2025-05-06,1894,4,5
13461,2025-04-26,1274,1,4
13462,2025-05-19,1430,5,5
13463,2025-01-10,1317,5,2
13464,2025-04-15,2424,3,3
13465,2025-02-17,1089,5,1
13466,2025-08-10,1258,4,5
13467,2025-05-12,1846,1,4
13468,2025-03-05,2812,3,1
13469,2025-08-17,2920,5,2
13470,2025-01-15,2004,1,3
13471,2025-03-19,1719,1,4
13472,2025-03-23,1756,4,3
13473,2025-03-01,2747,1,2
13474,2025-07-24,1011,5,3
13475,2025-07-05,2147,5,3
13476,2025-06-04,2742,2,1
13477,2025-06-01,1243,4,1
13478,2025-04-10,1214,2,1
13479,2025-05-05,1025,1,3
13480,2025-05-21,1821,3,2
13481,2025-06-13,1318,5,5
13482,2025-08-17,2877,4,1
13483,2025-08-16,2221,2,2
13484,2025-05-04,2520,4,2
13485,2025-08-12,2387,2,3
13486,2025-01-10,1722,2,1
13487,2025-02-22,2645,1,2
13488,2025-07-24,2913,3,1
13489,2025-02-22,2604,4,2
13490,2025-01-01,2741,5,2
13491,2025-04-06,1313,3,1
13492,2025-02-11,2604,1,1
13493,2025-05-05,2652,2,5
13494,2025-06-09,1565,5,3
13495,2025-07-21,1394,3,3
13496,2025-07-18,1575,3,3
13497,2025-03-03,1196,5,5
13498,2025-02-20,1974,5,1
13499,2025-01-12,1457,1,2
13500,2025-05-24,2240,3,5
13501,2025-08-27,2871,3,5
13502,2025-05-16,1220,5,4
13503,2025-05-22,1800,2,2
13504,2025-01-17,1563,2,3
13505,2025-04-03,2290,2,3
13506,2025-04-23,1438,3,4
13507,2025-03-01,2502,3,5
13508,2025-04-03,1001,4,2
13509,2025-04-03,2084,3,3
13510,2025-06-07,1488,3,3
13511,2025-05-03,2385,2,3
13512,2025-01-25,2689,4,5
13513,2025-07-15,1236,3,3
13514,2025-08-10,1503,3,3
13515,2025-03-15,2809,5,3
13516,2025-01-05,2023,1,1
13517,2025-01-06,1442,5,2
13518,2025-03-08,2678,3,2
13519,2025-01-19,2595,5,3
13520,2025-04-25,1701,5,5
13521,2025-02-06,2254,1,4
13522,2025-03-12,2623,5,3
13523,2025-06-05,2340,3,4
13524,2025-02-25,2222,4,2
13525,2025-05-20,2847,3,3
13526,2025-01-12,2802,2,3
13527,2025-02-27,1045,1,3
13528,2025-05-20,2823,3,4
13529,2025-02-28,2994,4,4
13530,2025-01-22,1327,3,2
13531,2025-05-24,2092,3,5
13532,2025-05-16,1153,2,1
13533,2025-01-23,1654,3,5
13534,2025-04-16,2121,2,5
13535,2025-03-28,1530,2,3
13536,2025-01-13,1072,4,3
13537,2025-02-19,1857,2,2
13538,2025-02-07,1244,2,4
13539,2025-01-23,1470,1,3
13540,2025-08-13,1132,4,4
13541,2025-06-18,1133,5,4
13542,2025-06-22,2531,5,2
13543,2025-07-25,2154,4,3
13544,2025-06-23,2712,2,3
13545,2025-05-22,1521,1,3
13546,2025-07-14,2412,5,3
13547,2025-02-16,2757,2,3
13548,2025-06-26,1504,4,5
13549,2025-08-15,1156,5,2
13550,2025-04-05,1248,4,5
13551,2025-03-09,1300,3,3
13552,2025-08-24,1623,4,3
13553,2025-02-13,1669,4,1
13554,2025-06-13,1240,2,5
13555,2025-07-19,2419,5,3
13556,2025-03-24,1518,2,3
13557,2025-03-09,1114,3,3
13558,2025-03-14,1031,3,1
13559,2025-03-18,1537,5,5
13560,2025-05-13,2789,1,1
13561,2025-06-14,1485,3,4
13562,2025-02-15,2432,4,2
13563,2025-05-19,1140,1,3
13564,2025-06-10,1379,4,4
13565,2025-02-02,1945,2,2
13566,2025-06-04,1336,4,3
13567,2025-07-03,1692,1,2
13568,2025-03-08,1474,4,1
13569,2025-02-01,2593,4,1
13570,2025-07-12,1391,4,3
13571,2025-03-05,2313,4,3
13572,2025-07-20,2262,2,5
13573,2025-04-08,1420,3,2
13574,2025-06-16,2329,2,3
13575,2025-03-25,1022,4,3
13576,2025-04-02,1031,1,1
13577,2025-05-23,2184,4,3
13578,2025-06-24,2599,2,5
13579,2025-04-22,1111,5,5
13580,2025-04-25,1035,5,3
13581,2025-08-15,1547,3,3
13582,2025-03-17,1933,4,2
13583,2025-02-05,2798,5,3
13584,2025-07-26,2738,3,5
13585,2025-03-27,1247,4,4
13586,2025-01-19,2370,3,4
13587,2025-04-15,2183,2,2
13588,2025-08-03,2396,5,4
13589,2025-05-15,1544,3,3
13590,2025-06-27,1709,3,4
13591,2025-01-19,2953,4,1
13592,2025-04-19,2301,1,3
13593,2025-08-09,1285,4,3
13594,2025-04-10,2071,3,1
13595,2025-06-25,2059,1,2
13596,2025-04-09,1737,4,3
13597,2025-06-05,1723,5,1
13598,2025-07-22,2801,2,4
13599,2025-08-15,2065,3,1
13600,2025-02-02,2651,1,4
13601,2025-04-06,2594,5,1
13602,2025-04-16,2066,2,3
13603,2025-05-26,1798,2,3
13604,2025-01-13,1012,2,5
13605,2025-02-18,2362,1,4
13606,2025-03-17,2532,2,3
13607,2025-02-16,1774,2,1
13608,2025-02-09,1959,3,3
13609,2025-06-20,1722,3,3
13610,2025-06-20,2841,4,4
13611,2025-02-01,1305,3,3
13612,2025-07-21,1573,1,3
13613,2025-08-13,2642,2,5
13614,2025-02-17,1314,1,3
13615,2025-04-18,1745,2,1
13616,2025-06-26,2494,2,1
13617,2025-07-09,2142,5,2
13618,2025-02-27,1955,5,3
13619,2025-01-13,2854,4,3
13620,2025-06-15,1988,1,3
13621,2025-02-04,2506,3,1
13622,2025-03-19,1399,3,5
13623,2025-04-26,2279,5,2
13624,2025-04-24,2087,5,3
13625,2025-04-15,2084,2,5
13626,2025-01-26,1814,2,3
13627,2025-04-23,2133,5,3
13628,2025-07-03,2690,2,3
13629,2025-02-05,2829,3,3
13630,2025-07-19,2129,2,4
13631,2025-04-03,1509,2,1
13632,2025-07-01,2286,2,2
13633,2025-08-22,2313,1,2
13634,2025-01-13,2981,3,5
13635,2025-02-19,1777,4,2
13636,2025-04-07,1643,5,4
13637,2025-04-27,2594,2,1
13638,2025-01-16,1354,2,4
13639,2025-02-08,2960,4,2
13640,2025-05-11,2600,4,2
13641,2025-06-25,2494,4,2
13642,2025-07-28,2859,2,4
13643,2025-06-27,2304,2,5
13644,2025-01-24,2034,5,2
13645,2025-08-17,1368,2,4
13646,2025-07-22,1180,2,4
13647,2025-01-10,2424,5,4
13648,2025-07-06,1062,3,4
13649,2025-04-16,2715,4,4
13650,2025-07-12,2883,5,1
13651,2025-07-24,1747,3,3
13652,2025-02-26,2781,4,3
13653,2025-08-16,1310,5,5
13654,2025-03-28,1499,2,4
13655,2025-05-24,2728,5,3
13656,2025-08-23,1436,2,4
13657,2025-07-23,1151,2,3
13658,2025-03-17,2048,3,4
13659,2025-03-05,2158,1,3
13660,2025-06-12,1292,3,4
13661,2025-02-04,2837,3,2
13662,2025-01-28,2440,1,3
13663,2025-08-22,2669,1,3
13664,2025-03-26,2524,2,1
13665,2025-02-09,2058,5,1
13666,2025-08-11,2825,2,4
13667,2025-02-24,2645,2,5
13668,2025-02-28,1646,1,1
13669,2025-05-15,1004,2,2
13670,2025-03-02,1388,5,3
13671,2025-03-22,1632,5,3
13672,2025-01-06,2147,1,3
13673,2025-08-10,2196,2,1
13674,2025-04-25,2692,4,5
13675,2025-07-17,1719,4,3
13676,2025-01-14,2643,2,5
13677,2025-01-07,2425,5,4
13678,2025-03-01,2973,4,5
13679,2025-01-06,1803,1,1
13680,2025-04-16,1205,5,5
13681,2025-04-12,2812,3,1
13682,2025-01-14,2325,2,3
13683,2025-01-13,1803,4,2
13684,2025-02-15,2415,5,2
13685,2025-04-01,1349,1,3
13686,2025-04-09,1611,4,5
13687,2025-07-20,2312,1,5
13688,2025-06-10,2462,3,3
13689,2025-02-01,1644,4,1
13690,2025-03-09,1994,1,1
13691,2025-05-25,1488,5,3
13692,2025-01-06,1795,3,3
13693,2025-07-18,2538,1,3
13694,2025-07-13,1680,4,3
13695,2025-06-18,2945,5,1
13696,2025-04-02,1633,1,1
13697,2025-01-06,1755,5,1
13698,2025-07-12,2564,3,3
13699,2025-07-13,1131,4,1
13700,2025-01-04,2700,3,4
13701,2025-08-17,1849,3,5
13702,2025-05-26,2395,2,5
13703,2025-03-11,1831,3,1
13704,2025-02-13,2152,4,5
13705,2025-04-15,2965,2,1
13706,2025-06-02,2741,1,5
13707,2025-04-07,2180,4,4
13708,2025-01-28,2897,1,3
13709,2025-03-04,1928,1,3
13710,2025-01-22,1283,4,2
13711,2025-03-27,1011,4,1
13712,2025-04-07,2194,1,3
13713,2025-04-15,1490,3,1
13714,2025-07-18,2361,1,4
13715,2025-01-16,2801,5,3
13716,2025-04-24,2175,4,1
13717,2025-03-21,1727,1,2
13718,2025-03-05,2672,4,3
13719,2025-04-04,1323,5,5
13720,2025-05-18,1031,5,2
13721,2025-02-03,2705,2,1
13722,2025-05-27,2995,3,5
13723,2025-06-22,2846,3,3
13724,2025-01-07,2410,4,5
13725,2025-01-19,2016,4,2
13726,2025-08-18,2495,3,3
13727,2025-02-08,1780,5,3
13728,2025-01-19,1756,3,1
13729,2025-01-23,2120,4,2
13730,2025-04-06,2621,3,3
13731,2025-06-26,2062,1,2
13732,2025-03-14,2066,2,2
13733,2025-01-15,2848,1,3
13734,2025-04-04,2993,5,5
13735,2025-02-04,2534,2,3
13736,2025-08-25,1679,5,3
13737,2025-04-11,2218,3,4
13738,2025-07-25,1178,5,4
13739,2025-08-17,1450,5,3
13740,2025-03-10,2831,2,4
13741,2025-07-21,2174,5,4
13742,2025-02-26,1167,2,3
13743,2025-05-08,1622,2,5
13744,2025-05-18,1045,1,4
13745,2025-05-19,1083,2,5
13746,2025-02-28,2062,3,3
13747,2025-02-21,1239,5,2
13748,2025-05-09,1658,4,1
13749,2025-03-25,2666,5,2
13750,2025-08-21,1811,4,1
13751,2025-05-13,1902,1,3
13752,2025-06-21,2439,1,3
13753,2025-04-21,1184,5,5
13754,2025-04-19,2496,4,2
13755,2025-08-03,2656,3,3
13756,2025-02-26,2436,4,4
13757,2025-03-04,1249,2,1
13758,2025-02-16,2401,4,5
13759,2025-04-03,2674,5,4
13760,2025-03-14,2535,5,3
13761,2025-04-01,2973,2,4
13762,2025-06-17,2328,3,4
13763,2025-08-03,2734,5,5
13764,2025-01-19,1432,3,5
13765,2025-06-04,2519,2,2
13766,2025-01-01,1581,4,3
13767,2025-06-17,2909,4,3
13768,2025-01-25,2246,1,1
13769,2025-06-15,2828,2,4
13770,2025-08-14,1464,2,4
13771,2025-06-20,2524,2,2
13772,2025-07-24,1183,4,5
13773,2025-03-08,1629,4,4
13774,2025-02-11,2731,1,1
13775,2025-08-11,2569,1,3
13776,2025-02-22,1144,4,4
13777,2025-05-10,2485,5,5
13778,2025-07-20,1652,5,3
13779,2025-05-10,1376,1,3
13780,2025-04-19,2793,2,3
13781,2025-08-08,2105,1,3
13782,2025-02-23,2365,5,3
13783,2025-06-26,2857,5,4
13784,2025-02-03,1516,4,3
13785,2025-05-22,2406,5,5
13786,2025-07-28,2597,1,1
13787,2025-05-06,2234,1,5
13788,2025-07-12,2058,4,2
13789,2025-07-02,2039,5,4
13790,2025-07-23,2087,3,3
13791,2025-04-10,1742,5,3
13792,2025-07-12,1263,2,5
13793,2025-03-04,2889,4,4
13794,2025-01-03,2061,3,2
13795,2025-05-02,1246,1,4
13796,2025-05-05,1598,1,2
13797,2025-03-07,2275,2,5
13798,2025-01-05,1750,2,5
13799,2025-05-07,2900,5,2
13800,2025-07-25,2954,4,2
13801,2025-04-28,1731,1,3
13802,2025-02-23,1868,4,5
13803,2025-03-04,2635,3,5
13804,2025-04-09,1176,2,1
13805,2025-03-12,2248,1,2
13806,2025-02-25,2598,5,2
13807,2025-06-08,1740,4,3
13808,2025-02-25,2401,5,1
13809,2025-08-26,2235,4,5
13810,2025-08-19,2410,1,4
13811,2025-03-02,2550,5,2
13812,2025-05-10,2207,5,2
13813,2025-04-26,2832,5,3
13814,2025-04-11,1176,4,4
13815,2025-02-24,1174,5,1
13816,2025-02-16,2141,5,5
13817,2025-07-05,1978,3,3
13818,2025-03-03,1894,5,1
13819,2025-03-01,2873,5,3
13820,2025-04-21,1280,1,1
13821,2025-02-21,1391,3,2
13822,2025-07-16,2590,1,2
13823,2025-03-14,1721,5,2
13824,2025-02-07,2277,5,4
13825,2025-01-16,1256,1,2
13826,2025-08-26,1455,4,4
13827,2025-04-08,1598,1,3
13828,2025-08-01,1798,2,4
13829,2025-02-27,2146,4,3
13830,2025-04-20,2348,4,4
13831,2025-06-16,1646,1,3
13832,2025-08-09,1601,3,3
13833,2025-03-19,1456,2,5
13834,2025-02-21,2942,2,3
13835,2025-01-01,1401,2,4
13836,2025-08-21,2568,4,4
13837,2025-06-16,1926,1,3
13838,2025-04-14,1673,5,5
13839,2025-03-18,2380,1,1
13840,2025-01-24,2525,1,4
13841,2025-04-17,1359,2,2
13842,2025-02-20,1364,2,2
13843,2025-05-27,2040,3,4
13844,2025-05-22,1848,4,5
13845,2025-05-12,2556,5,4
13846,2025-06-23,1795,4,3
13847,2025-01-13,2944,3,3
13848,2025-05-09,1570,3,3
13849,2025-04-07,1039,5,1
13850,2025-03-12,2892,2,1
13851,2025-03-24,1668,2,3
13852,2025-03-21,1455,2,5
13853,2025-04-27,2753,5,1
13854,2025-08-08,1539,4,4
13855,2025-04-24,1598,3,3
13856,2025-05-21,1214,4,2
13857,2025-01-08,2942,3,3
13858,2025-01-26,1360,2,4
13859,2025-01-16,1870,2,2
13860,2025-05-27,1674,2,2
13861,2025-04-19,1806,5,3
13862,2025-02-02,2994,3,1
13863,2025-02-24,1526,3,4
13864,2025-07-09,2482,4,1
13865,2025-01-22,2947,5,3
13866,2025-05-23,2678,1,2
13867,2025-05-25,2102,4,3
13868,2025-02-15,1321,5,5
13869,2025-02-02,1869,3,5
13870,2025-03-27,1123,2,4
13871,2025-03-11,2462,4,4
13872,2025-05-06,2994,3,1
13873,2025-01-25,1803,5,5
13874,2025-03-22,1016,1,4
13875,2025-01-23,2836,3,4
13876,2025-04-23,1036,4,1
13877,2025-04-07,1000,5,2
13878,2025-04-23,1640,3,4
13879,2025-02-02,1264,1,3
13880,2025-02-03,2641,2,1
13881,2025-08-20,2517,1,4
13882,2025-01-14,1626,4,5
13883,2025-08-28,1252,4,4
13884,2025-06-02,1658,3,3
13885,2025-05-21,1324,2,3
13886,2025-06-01,1145,3,3
13887,2025-04-02,1353,2,3
13888,2025-06-14,1597,4,4
13889,2025-03-07,1922,2,3
13890,2025-08-28,2970,1,3
13891,2025-01-10,1010,4,4
13892,2025-05-21,1277,2,1
13893,2025-03-11,1646,3,2
13894,2025-07-19,1933,1,5
13895,2025-07-17,2752,1,4
13896,2025-03-21,1450,1,2
13897,2025-02-04,2534,2,3
13898,2025-07-14,1177,2,4
13899,2025-03-10,2719,3,5
13900,2025-02-18,2709,5,3
13901,2025-04-10,2677,3,1
13902,2025-06-12,2605,5,5
13903,2025-02-13,2406,3,4
13904,2025-06-19,2591,3,1
13905,2025-04-05,2975,1,4
13906,2025-02-22,1633,3,5
13907,2025-05-07,1342,5,3
13908,2025-03-17,2776,4,3
13909,2025-04-28,2831,3,3
13910,2025-06-05,2804,5,3
13911,2025-03-15,1366,2,3
13912,2025-02-02,1141,5,4
13913,2025-03-14,1434,1,3
13914,2025-07-17,1384,4,5
13915,2025-04-14,2198,3,3
13916,2025-02-06,1034,3,3
13917,2025-05-20,1590,3,3
13918,2025-01-24,2770,2,2
13919,2025-05-22,1809,4,4
13920,2025-06-09,1324,1,2
13921,2025-04-03,1980,1,1
13922,2025-07-25,1344,1,3
13923,2025-08-03,1363,4,5
13924,2025-02-04,1786,2,3
13925,2025-03-07,2267,1,2
13926,2025-01-24,2670,3,3
13927,2025-07-16,1386,4,3
13928,2025-04-24,1577,3,1
13929,2025-08-22,2821,2,3
13930,2025-07-27,1709,4,5
13931,2025-05-10,1963,2,1
13932,2025-02-15,2245,3,1
13933,2025-08-06,2737,4,5
13934,2025-01-06,2611,5,1
13935,2025-07-12,1361,4,3
13936,2025-03-25,1562,5,3
13937,2025-01-06,1403,2,3
13938,2025-02-16,1487,3,4
13939,2025-03-18,2006,3,2
13940,2025-08-14,2351,5,5
13941,2025-01-15,1950,5,2
13942,2025-05-25,2987,5,1
13943,2025-02-06,1371,2,5
13944,2025-04-09,1616,2,3
13945,2025-02-20,1007,3,2
13946,2025-07-07,1868,1,4
13947,2025-06-08,1689,5,1
13948,2025-07-26,2573,3,2
13949,2025-01-07,1095,5,3
13950,2025-01-02,2614,4,4
13951,2025-01-06,1730,4,5
13952,2025-03-16,2346,5,5
13953,2025-03-06,1753,5,4
13954,2025-03-02,1990,3,2
13955,2025-07-20,2224,2,5
13956,2025-01-14,1232,2,5
13957,2025-04-22,1994,1,1
13958,2025-07-24,2993,4,3
13959,2025-05-06,2218,2,3
13960,2025-01-11,1511,2,5
13961,2025-01-12,1220,1,1
13962,2025-02-02,1701,3,5
13963,2025-06-10,2081,2,3
13964,2025-02-21,1007,5,2
13965,2025-01-19,2932,5,3
13966,2025-02-11,1539,3,3
13967,2025-06-25,2813,5,5
13968,2025-07-21,1839,1,2
13969,2025-07-27,2914,1,4
13970,2025-06-08,1169,3,2
13971,2025-05-05,1004,1,3
13972,2025-06-23,2269,1,4
13973,2025-05-09,1818,1,2
13974,2025-02-13,2708,2,1
13975,2025-08-02,2942,1,1
13976,2025-02-06,2311,1,5
13977,2025-05-05,1283,5,3
13978,2025-03-26,1068,3,4
13979,2025-06-16,1015,2,5
13980,2025-01-27,1736,2,4
13981,2025-08-02,2377,2,2
13982,2025-03-18,2670,3,4
13983,2025-04-02,2412,4,4
13984,2025-03-20,1036,2,5
13985,2025-02-12,2666,3,3
13986,2025-01-01,2661,4,3
13987,2025-05-05,1923,5,1
13988,2025-03-06,2486,5,1
13989,2025-06-07,2707,2,2
13990,2025-06-08,1476,4,3
13991,2025-06-13,2405,1,1
13992,2025-02-25,2722,1,1
13993,2025-08-09,2184,4,4
13994,2025-06-06,2978,3,2
13995,2025-05-01,1918,1,2
13996,2025-07-09,2973,5,3
13997,2025-02-23,2880,5,2
13998,2025-04-01,1025,3,3
13999,2025-01-02,2862,4,2
14000,2025-07-26,1940,1,1
14001,2025-05-24,2665,3,3
14002,2025-05-08,2928,4,2
14003,2025-07-09,2549,1,5
14004,2025-03-18,2542,4,3
14005,2025-01-02,2947,2,2
14006,2025-04-04,1224,2,3
14007,2025-04-09,1100,3,3
14008,2025-01-22,1717,4,5
14009,2025-02-07,2894,3,2
14010,2025-05-07,2411,1,2
14011,2025-07-28,2129,5,4
14012,2025-04-09,2554,3,4
14013,2025-04-12,1303,4,3
14014,2025-07-17,2437,2,5
14015,2025-03-11,1272,3,1
14016,2025-06-08,1325,2,3
14017,2025-06-08,2042,2,1
14018,2025-05-10,2364,2,2
14019,2025-06-13,1429,3,5
14020,2025-06-08,1214,4,5
14021,2025-03-12,2255,2,3
14022,2025-03-20,1864,3,5
14023,2025-03-05,1294,2,3
14024,2025-05-23,2815,2,1
14025,2025-03-06,1196,2,3
14026,2025-03-07,2940,1,3
14027,2025-02-01,2898,1,1
14028,2025-02-04,2606,3,2
14029,2025-01-08,1431,3,4
14030,2025-04-18,2465,2,1
14031,2025-08-23,2740,3,2
14032,2025-06-18,1886,3,5
14033,2025-02-01,2088,2,2
14034,2025-04-05,1118,5,2
14035,2025-05-25,1554,4,2
14036,2025-01-11,2428,3,3
14037,2025-05-22,1161,3,5
14038,2025-05-20,1628,1,3
14039,2025-01-11,2740,5,3
14040,2025-05-19,1183,1,2
14041,2025-07-14,2413,5,3
14042,2025-08-08,2557,3,1
14043,2025-01-18,2001,3,2
14044,2025-03-21,2976,2,1
14045,2025-04-26,2051,2,3
14046,2025-05-23,2467,4,2
14047,2025-06-11,2656,1,1
14048,2025-05-15,2239,3,5
14049,2025-05-04,1419,2,3
14050,2025-08-23,1195,3,3
14051,2025-05-24,1385,5,3
14052,2025-03-24,1396,2,2
14053,2025-02-28,1650,3,5
14054,2025-07-01,2742,2,4
14055,2025-01-09,2610,5,3
14056,2025-02-14,2277,3,1
14057,2025-07-20,2296,1,5
14058,2025-07-25,1786,3,2
14059,2025-08-11,1377,2,5
14060,2025-01-13,1526,1,1
14061,2025-01-05,2579,2,4
14062,2025-06-23,2123,4,3
14063,2025-05-24,2271,1,5
14064,2025-07-25,2677,4,4
14065,2025-04-01,2735,5,2
14066,2025-03-03,2112,5,3
14067,2025-06-21,1868,5,3
14068,2025-01-02,1082,4,3
14069,2025-07-18,1813,3,5
14070,2025-03-15,2343,4,2
14071,2025-08-21,2149,4,4
14072,2025-03-14,1103,1,3
14073,2025-02-12,1698,3,3
14074,2025-02-28,2480,5,3
14075,2025-04-14,1071,4,3
14076,2025-06-13,1579,5,3
14077,2025-03-27,2357,5,2
14078,2025-03-07,1284,1,4
14079,2025-07-05,1586,3,3
14080,2025-06-11,2699,4,1
14081,2025-01-24,2209,4,2
14082,2025-07-04,1414,5,1
14083,2025-02-21,1151,2,2
14084,2025-07-15,2181,5,2
14085,2025-03-05,2523,3,5
14086,2025-06-05,1627,2,4
14087,2025-06-19,1789,4,3
14088,2025-01-13,2429,1,3
14089,2025-07-10,2203,3,3
14090,2025-01-19,2593,3,3
14091,2025-02-21,1265,4,3
14092,2025-04-22,1342,2,5
14093,2025-07-16,2163,1,5
14094,2025-04-23,1045,1,3
14095,2025-08-15,2474,3,3
14096,2025-02-15,1876,3,3
14097,2025-06-06,1284,1,1
14098,2025-05-26,1381,3,3
14099,2025-06-28,1493,5,5
14100,2025-03-19,1561,2,1
14101,2025-06-26,2085,1,5
14102,2025-07-22,1198,3,5
14103,2025-04-17,1800,1,4
14104,2025-01-01,1707,4,3
14105,2025-06-19,1190,5,4
14106,2025-04-26,2549,3,4
14107,2025-08-07,1734,4,4
14108,2025-04-06,1662,4,5
14109,2025-08-01,1815,4,1
14110,2025-05-02,2699,5,4
14111,2025-01-25,2582,5,3
14112,2025-06-25,1998,5,3
14113,2025-08-16,2360,1,3
