ID de la orden,Fecha de la compra,ID del cliente,Género del cliente,Edad del cliente,Categoría del producto,Nombre del producto,Precio del producto,Cantidad comprada,Total de la orden,Método de pago,Región de envío
16498,2025-07-02,2788,,,Chaquetas,Chaqueta de cuero,"94,13",4,"376,52",Tarjeta de crédito,Norte
16499,2025-07-22,2138,,,Zapatos,Zapatos de vestir,"177,94",4,"711,76",Tarjeta de crédito,Sur
16500,2025-08-18,1525,,,Camisetas,Camiseta básica,"100,72",2,"201,44",Transferencia,Ciudad
16501,2025-08-14,2777,,,Vestidos,Vestido de fiesta,"64,21",4,"256,84",Efectivo,Occidente
16502,2025-02-07,2929,,,Zapatos,Zapatillas deportivas,"149,4",5,747,Transferencia,Norte
16503,2025-03-12,2610,,,Chaquetas,Chaqueta de cuero,"110,26",4,"441,04",Contra entrega,Ciudad
16504,2025-04-10,2111,,,Zapatos,Sandalias,"49,95",2,"99,9",Transferencia,Sur
16505,2025-06-13,1205,,,Vestidos,Vestido de verano,"143,74",1,"143,74",Tarjeta de crédito,Norte
16506,2025-05-08,2923,,,Chaquetas,Abrigo,"153,48",2,"306,96",Tarjeta de crédito,Oriente
16507,2025-03-16,2285,,,Vestidos,Vestido casual,"169,23",2,"338,46",Tarjeta de débito,Sur
16508,2025-07-06,1391,,,Chaquetas,Chaqueta de cuero,"76,3",5,"381,5",Tarjeta de crédito,Ciudad
16509,2025-07-23,2935,,,Chaquetas,Abrigo,"163,28",3,"489,84",Transferencia,Norte
16510,2025-04-23,2403,,,Camisetas,Camiseta deportiva,"197,68",3,"593,04",Transferencia,Norte
16511,2025-05-08,2012,,,Accesorios,Reloj,"20,41",2,"40,82",Tarjeta de crédito,Oriente
16512,2025-04-06,2125,,,Zapatos,Zapatillas deportivas,"142,03",5,"710,15",Contra entrega,Oriente
16513,2025-08-16,1288,,,Camisetas,Camiseta básica,"15,59",2,"31,18",Tarjeta de crédito,Sur
16514,2025-01-08,2779,,,Chaquetas,Abrigo,"26,81",4,"107,24",Tarjeta de crédito,Ciudad
16515,2025-06-25,2167,,,Accesorios,Reloj,"87,33",4,"349,32",Transferencia,Sur
16516,2025-07-14,1720,,,Pantalones,Pantalón formal,"136,57",4,"546,28",Tarjeta de crédito,Sur
16517,2025-08-21,2066,,,Vestidos,Vestido de verano,"125,55",3,"376,65",Efectivo,Occidente
16518,2025-06-11,2790,,,Pantalones,Pantalón formal,"62,41",1,"62,41",Efectivo,Sur
16519,2025-03-08,1071,,,Accesorios,Reloj,74,4,296,Transferencia,Occidente
16520,2025-01-20,2443,,,Accesorios,Bolso de mano,"26,03",2,"52,06",Tarjeta de crédito,Ciudad
16521,2025-01-06,1505,,,Zapatos,Zapatos de vestir,"64,61",1,"64,61",Contra entrega,Sur
16522,2025-05-16,2635,,,Camisetas,Camiseta deportiva,"181,63",1,"181,63",Tarjeta de crédito,Oriente
16523,2025-06-05,2249,,,Pantalones,Jogger,"47,22",5,"236,1",Transferencia,Oriente
16524,2025-07-18,1909,,,Camisetas,Camiseta básica,"74,41",5,"372,05",Tarjeta de débito,Norte
16525,2025-02-11,1990,,,Camisetas,Camiseta básica,"165,21",4,"660,84",Transferencia,Occidente
16526,2025-01-19,2694,,,Chaquetas,Chaqueta de cuero,"181,33",2,"362,66",Transferencia,Norte
16527,2025-05-06,1906,,,Vestidos,Vestido de verano,"83,6",3,"250,8",Tarjeta de crédito,Sur
16528,2025-01-18,2032,,,Accesorios,Reloj,"30,25",2,"60,5",Contra entrega,Norte
16529,2025-02-18,2211,,,Accesorios,Gorra,"90,98",4,"363,92",Efectivo,Ciudad
16530,2025-08-02,2208,,,Accesorios,Reloj,"125,57",1,"125,57",Tarjeta de crédito,Occidente
16531,2025-08-28,2985,,,Pantalones,Jogger,"75,4",2,"150,8",Efectivo,Oriente
16532,2025-04-23,2470,,,Chaquetas,Chaqueta deportiva,"13,11",4,"52,44",Contra entrega,Sur
16533,2025-05-07,1003,,,Camisetas,Camiseta deportiva,"61,89",2,"123,78",Tarjeta de crédito,Sur
16534,2025-01-13,2844,,,Pantalones,Jogger,"68,83",4,"275,32",Transferencia,Occidente
16535,2025-06-20,1020,,,Zapatos,Zapatos de vestir,"69,72",1,"69,72",Transferencia,Oriente
16536,2025-02-19,2507,,,Camisetas,Camiseta deportiva,"22,08",2,"44,16",Contra entrega,Sur
16537,2025-01-26,1239,,,Chaquetas,Abrigo,"198,07",1,"198,07",Efectivo,Norte
16538,2025-03-04,2823,,,Vestidos,Vestido de verano,"104,09",5,"520,45",Tarjeta de crédito,Oriente
16539,2025-07-11,1105,,,Accesorios,Bolso de mano,"133,02",1,"133,02",Efectivo,Norte
16540,2025-03-09,2533,,,Accesorios,Bolso de mano,"94,52",1,"94,52",Tarjeta de crédito,Sur
16541,2025-04-07,2437,,,Pantalones,Jeans slim,"62,01",4,"248,04",Contra entrega,Norte
16542,2025-04-23,2314,,,Chaquetas,Chaqueta de cuero,"177,22",1,"177,22",Efectivo,Occidente
16543,2025-01-22,1318,,,Zapatos,Sandalias,"40,33",2,"80,66",Tarjeta de crédito,Sur
16544,2025-06-28,1213,,,Chaquetas,Chaqueta de cuero,"11,58",4,"46,32",Tarjeta de crédito,Ciudad
16545,2025-08-18,1393,,,Accesorios,Reloj,"66,67",1,"66,67",Efectivo,Oriente
16546,2025-02-11,2678,,,Vestidos,Vestido casual,"194,39",5,"971,95",Tarjeta de crédito,Occidente
16547,2025-04-01,1363,,,Accesorios,Gorra,"33,18",1,"33,18",Contra entrega,Ciudad
16548,2025-07-12,2937,,,Chaquetas,Abrigo,"94,17",5,"470,85",Tarjeta de crédito,Occidente
16549,2025-07-04,2742,,,Vestidos,Vestido de verano,"188,15",3,"564,45",Contra entrega,Occidente
16550,2025-02-06,2813,,,Accesorios,Bolso de mano,"34,31",3,"102,93",Contra entrega,Ciudad
16551,2025-08-21,2248,,,Chaquetas,Abrigo,"99,19",3,"297,57",Tarjeta de crédito,Sur
16552,2025-03-19,2505,,,Pantalones,Jogger,"72,69",5,"363,45",Tarjeta de débito,Oriente
16553,2025-07-03,2720,,,Vestidos,Vestido de fiesta,"22,26",2,"44,52",Tarjeta de débito,Norte
16554,2025-02-14,1271,,,Chaquetas,Chaqueta deportiva,"190,55",3,"571,65",Contra entrega,Oriente
16555,2025-05-04,1683,,,Chaquetas,Chaqueta deportiva,"112,93",3,"338,79",Tarjeta de crédito,Ciudad
16556,2025-08-27,2740,,,Pantalones,Pantalón formal,"127,91",4,"511,64",Tarjeta de crédito,Sur
16557,2025-02-26,1732,,,Camisetas,Camiseta estampada,"187,73",4,"750,92",Tarjeta de crédito,Oriente
16558,2025-07-18,2757,,,Camisetas,Camiseta deportiva,"139,73",3,"419,19",Tarjeta de crédito,Norte
16559,2025-07-06,1834,,,Vestidos,Vestido casual,"171,5",3,"514,5",Tarjeta de crédito,Norte
16560,2025-03-03,1377,,,Vestidos,Vestido casual,"127,32",5,"636,6",Tarjeta de crédito,Sur
16561,2025-06-14,1765,,,Pantalones,Jeans slim,"191,05",3,"573,15",Tarjeta de débito,Oriente
16562,2025-07-02,1556,,,Accesorios,Reloj,"166,48",1,"166,48",Tarjeta de crédito,Occidente
16563,2025-08-25,1387,,,Zapatos,Zapatillas deportivas,"139,76",2,"279,52",Tarjeta de crédito,Norte
16564,2025-03-14,1764,,,Zapatos,Zapatillas deportivas,"53,48",4,"213,92",Tarjeta de débito,Ciudad
16565,2025-07-10,1981,,,Camisetas,Camiseta deportiva,"149,77",3,"449,31",Transferencia,Sur
16566,2025-07-12,1526,,,Camisetas,Camiseta estampada,"169,26",1,"169,26",Efectivo,Oriente
16567,2025-02-25,1986,,,Vestidos,Vestido de verano,"125,98",2,"251,96",Tarjeta de débito,Occidente
16568,2025-04-11,2362,,,Vestidos,Vestido de fiesta,"191,17",1,"191,17",Efectivo,Ciudad
16569,2025-06-26,1488,,,Pantalones,Jogger,"64,99",1,"64,99",Tarjeta de débito,Ciudad
16570,2025-03-18,1156,,,Zapatos,Sandalias,"54,28",3,"162,84",Tarjeta de débito,Oriente
16571,2025-05-27,1317,,,Pantalones,Jogger,"90,3",5,"451,5",Tarjeta de débito,Sur
16572,2025-01-10,2199,,,Chaquetas,Chaqueta de cuero,"41,53",2,"83,06",Tarjeta de débito,Sur
16573,2025-01-26,1485,,,Pantalones,Jeans slim,"64,63",5,"323,15",Transferencia,Norte
16574,2025-05-04,1430,,,Chaquetas,Chaqueta deportiva,"194,02",5,"970,1",Tarjeta de débito,Occidente
16575,2025-08-15,2814,,,Chaquetas,Chaqueta deportiva,"11,05",5,"55,25",Tarjeta de crédito,Ciudad
16576,2025-03-18,1306,,,Accesorios,Gorra,"182,94",3,"548,82",Tarjeta de crédito,Sur
16577,2025-08-08,2848,,,Camisetas,Camiseta deportiva,"184,06",1,"184,06",Tarjeta de crédito,Sur
16578,2025-02-06,2765,,,Vestidos,Vestido casual,"78,29",5,"391,45",Efectivo,Occidente
16579,2025-08-04,2970,,,Accesorios,Gorra,"149,44",4,"597,76",Tarjeta de crédito,Sur
16580,2025-08-07,2080,,,Chaquetas,Abrigo,"55,82",5,"279,1",Tarjeta de crédito,Oriente
16581,2025-01-25,1141,,,Vestidos,Vestido de verano,"122,06",2,"244,12",Tarjeta de débito,Sur
16582,2025-03-06,2111,,,Zapatos,Zapatos de vestir,"121,98",4,"487,92",Tarjeta de crédito,Oriente
16583,2025-01-17,2539,,,Chaquetas,Chaqueta deportiva,"189,7",4,"758,8",Transferencia,Oriente
16584,2025-04-19,2211,,,Vestidos,Vestido de verano,"177,4",4,"709,6",Transferencia,Oriente
16585,2025-03-10,2744,,,Vestidos,Vestido casual,"135,32",4,"541,28",Efectivo,Sur
16586,2025-05-10,1718,,,Vestidos,Vestido de verano,"170,73",3,"512,19",Contra entrega,Sur
16587,2025-08-14,1354,,,Accesorios,Bolso de mano,"99,22",2,"198,44",Tarjeta de débito,Norte
16588,2025-02-12,2130,,,Zapatos,Zapatos de vestir,"74,96",3,"224,88",Tarjeta de crédito,Sur
16589,2025-02-12,1987,,,Camisetas,Camiseta básica,"67,63",2,"135,26",Tarjeta de débito,Ciudad
16590,2025-08-10,2062,,,Pantalones,Jogger,"39,1",3,"117,3",Tarjeta de débito,Occidente
16591,2025-01-16,2451,,,Vestidos,Vestido de fiesta,"177,92",3,"533,76",Tarjeta de crédito,Norte
16592,2025-06-24,1952,,,Zapatos,Zapatillas deportivas,"70,47",4,"281,88",Contra entrega,Norte
16593,2025-01-06,2983,,,Chaquetas,Chaqueta deportiva,"46,55",3,"139,65",Tarjeta de crédito,Oriente
16594,2025-02-10,2235,,,Zapatos,Zapatos de vestir,"10,66",1,"10,66",Tarjeta de crédito,Oriente
16595,2025-05-09,2273,,,Accesorios,Bolso de mano,"71,07",3,"213,21",Transferencia,Ciudad
16596,2025-03-08,1343,,,Accesorios,Gorra,"43,37",3,"130,11",Contra entrega,Occidente
16597,2025-06-02,1299,,,Chaquetas,Chaqueta deportiva,"148,57",1,"148,57",Efectivo,Occidente
16598,2025-07-21,2769,,,Zapatos,Zapatos de vestir,"181,63",4,"726,52",Tarjeta de crédito,Sur
16599,2025-03-27,1989,,,Zapatos,Zapatillas deportivas,"133,54",1,"133,54",Tarjeta de crédito,Occidente
16600,2025-04-08,1337,,,Pantalones,Jeans slim,"82,52",3,"247,56",Tarjeta de crédito,Ciudad
16601,2025-07-21,1358,,,Pantalones,Pantalón formal,"67,15",3,"201,45",Transferencia,Ciudad
16602,2025-07-24,2562,,,Zapatos,Zapatos de vestir,"46,59",4,"186,36",Contra entrega,Ciudad
16603,2025-03-02,1454,,,Pantalones,Jeans slim,"130,91",1,"130,91",Tarjeta de crédito,Norte
16604,2025-05-13,2540,,,Chaquetas,Abrigo,"45,92",4,"183,68",Tarjeta de débito,Ciudad
16605,2025-03-16,2658,,,Pantalones,Jogger,"199,32",3,"597,96",Contra entrega,Ciudad
16606,2025-01-03,2680,,,Zapatos,Sandalias,"153,92",2,"307,84",Efectivo,Ciudad
16607,2025-05-11,1968,,,Pantalones,Pantalón formal,17,3,51,Tarjeta de crédito,Norte
16608,2025-04-27,1551,,,Camisetas,Camiseta estampada,"158,23",3,"474,69",Tarjeta de crédito,Oriente
16609,2025-02-06,2168,,,Accesorios,Bolso de mano,"184,45",1,"184,45",Tarjeta de crédito,Occidente
16610,2025-05-01,1824,,,Chaquetas,Chaqueta deportiva,"121,86",4,"487,44",Tarjeta de débito,Occidente
16611,2025-05-01,2377,,,Zapatos,Zapatos de vestir,"165,75",3,"497,25",Tarjeta de crédito,Norte
16612,2025-02-07,1029,,,Chaquetas,Chaqueta de cuero,"133,54",3,"400,62",Tarjeta de crédito,Ciudad
16613,2025-01-20,2349,,,Zapatos,Zapatillas deportivas,"178,3",4,"713,2",Efectivo,Norte
16614,2025-06-14,2418,,,Chaquetas,Chaqueta deportiva,"154,4",5,772,Transferencia,Sur
16615,2025-08-16,1226,,,Vestidos,Vestido de fiesta,"143,92",1,"143,92",Tarjeta de crédito,Sur
16616,2025-07-04,1587,,,Chaquetas,Abrigo,"140,36",1,"140,36",Contra entrega,Sur
16617,2025-03-21,1374,,,Accesorios,Gorra,"175,41",3,"526,23",Tarjeta de crédito,Sur
16618,2025-01-01,1588,,,Vestidos,Vestido casual,"45,06",2,"90,12",Tarjeta de débito,Ciudad
16619,2025-07-26,2136,,,Camisetas,Camiseta básica,"77,96",2,"155,92",Contra entrega,Norte
16620,2025-04-04,2077,,,Accesorios,Reloj,"171,16",5,"855,8",Transferencia,Ciudad
16621,2025-07-11,2145,,,Chaquetas,Chaqueta deportiva,"66,31",2,"132,62",Tarjeta de crédito,Norte
16622,2025-02-13,2682,,,Zapatos,Sandalias,"24,27",2,"48,54",Contra entrega,Ciudad
16623,2025-01-08,1096,,,Accesorios,Bolso de mano,"79,87",4,"319,48",Tarjeta de crédito,Sur
16624,2025-01-08,2430,,,Accesorios,Reloj,"166,15",1,"166,15",Contra entrega,Sur
16625,2025-05-03,2105,,,Accesorios,Gorra,"29,79",2,"59,58",Transferencia,Sur
16626,2025-06-23,1230,,,Vestidos,Vestido de fiesta,"65,01",5,"325,05",Tarjeta de crédito,Norte
16627,2025-04-11,2383,,,Camisetas,Camiseta estampada,"161,92",4,"647,68",Tarjeta de crédito,Oriente
16628,2025-04-15,2413,,,Camisetas,Camiseta deportiva,"167,58",4,"670,32",Transferencia,Sur
16629,2025-01-16,2514,,,Accesorios,Reloj,"106,41",2,"212,82",Contra entrega,Norte
16630,2025-08-13,1689,,,Accesorios,Bolso de mano,"82,67",2,"165,34",Tarjeta de crédito,Norte
16631,2025-02-14,1201,,,Vestidos,Vestido de verano,"140,38",1,"140,38",Tarjeta de crédito,Sur
16632,2025-08-15,2367,,,Pantalones,Jogger,"75,61",2,"151,22",Efectivo,Occidente
16633,2025-04-03,2479,,,Pantalones,Jeans slim,"72,18",2,"144,36",Efectivo,Ciudad
16634,2025-02-16,2012,,,Accesorios,Bolso de mano,"42,51",3,"127,53",Tarjeta de crédito,Ciudad
16635,2025-06-05,2937,,,Camisetas,Camiseta estampada,"41,27",4,"165,08",Contra entrega,Occidente
16636,2025-02-09,2229,,,Chaquetas,Abrigo,"176,24",2,"352,48",Tarjeta de débito,Oriente
16637,2025-04-04,1367,,,Accesorios,Reloj,"17,01",4,"68,04",Tarjeta de débito,Ciudad
16638,2025-03-19,1733,,,Zapatos,Zapatillas deportivas,"34,66",3,"103,98",Efectivo,Occidente
16639,2025-04-25,1867,,,Chaquetas,Chaqueta de cuero,"25,3",1,"25,3",Efectivo,Sur
16640,2025-05-12,2967,,,Accesorios,Reloj,"33,99",2,"67,98",Contra entrega,Occidente
16641,2025-05-10,1661,,,Vestidos,Vestido casual,"141,21",1,"141,21",Contra entrega,Sur
16642,2025-06-23,1525,,,Accesorios,Bolso de mano,"187,8",3,"563,4",Tarjeta de débito,Sur
16643,2025-02-14,1161,,,Pantalones,Jogger,"173,88",3,"521,64",Tarjeta de crédito,Oriente
16644,2025-03-02,1289,,,Accesorios,Reloj,"163,8",2,"327,6",Tarjeta de crédito,Norte
16645,2025-03-05,2087,,,Accesorios,Reloj,"135,36",1,"135,36",Tarjeta de débito,Occidente
16646,2025-06-01,1002,,,Zapatos,Sandalias,"139,73",4,"558,92",Tarjeta de crédito,Occidente
16647,2025-02-17,1199,,,Accesorios,Gorra,"79,18",4,"316,72",Tarjeta de crédito,Sur
16648,2025-05-07,1077,,,Accesorios,Reloj,"133,58",2,"267,16",Tarjeta de crédito,Ciudad
16649,2025-06-13,1088,,,Pantalones,Jeans slim,"52,85",5,"264,25",Tarjeta de crédito,Sur
16650,2025-06-19,1292,,,Pantalones,Jogger,"52,12",5,"260,6",Contra entrega,Occidente
16651,2025-07-01,2038,,,Chaquetas,Abrigo,"57,95",5,"289,75",Tarjeta de crédito,Occidente
16652,2025-07-14,2442,,,Accesorios,Reloj,"11,03",3,"33,09",Tarjeta de débito,Occidente
16653,2025-07-02,1088,,,Vestidos,Vestido casual,"47,95",1,"47,95",Contra entrega,Sur
16654,2025-07-20,2550,,,Chaquetas,Abrigo,"127,98",1,"127,98",Tarjeta de débito,Occidente
16655,2025-08-28,2468,,,Zapatos,Zapatos de vestir,"122,96",2,"245,92",Transferencia,Norte
16656,2025-02-04,1686,,,Vestidos,Vestido de verano,"101,6",4,"406,4",Transferencia,Occidente
16657,2025-05-06,1053,,,Pantalones,Pantalón formal,"72,6",2,"145,2",Tarjeta de crédito,Oriente
16658,2025-01-23,2573,,,Accesorios,Reloj,"27,6",5,138,Tarjeta de crédito,Sur
16659,2025-03-16,1738,,,Camisetas,Camiseta deportiva,"39,16",4,"156,64",Tarjeta de débito,Oriente
16660,2025-02-01,1866,,,Vestidos,Vestido casual,"38,93",5,"194,65",Transferencia,Occidente
16661,2025-04-12,1066,,,Camisetas,Camiseta deportiva,"170,52",5,"852,6",Tarjeta de crédito,Ciudad
16662,2025-02-27,2617,,,Accesorios,Gorra,197,2,394,Tarjeta de crédito,Norte
16663,2025-03-22,1766,,,Vestidos,Vestido de fiesta,"76,27",3,"228,81",Contra entrega,Oriente
16664,2025-02-27,2010,,,Camisetas,Camiseta básica,"33,87",2,"67,74",Tarjeta de débito,Sur
16665,2025-08-28,2061,,,Chaquetas,Chaqueta deportiva,"43,52",4,"174,08",Transferencia,Norte
16666,2025-07-23,2123,,,Vestidos,Vestido de fiesta,"48,08",3,"144,24",Transferencia,Occidente
16667,2025-01-09,2796,,,Zapatos,Sandalias,"31,44",1,"31,44",Tarjeta de crédito,Sur
16668,2025-08-19,2250,,,Zapatos,Zapatillas deportivas,"47,55",4,"190,2",Tarjeta de crédito,Ciudad
16669,2025-07-24,1232,,,Vestidos,Vestido de verano,"111,93",3,"335,79",Transferencia,Ciudad
16670,2025-05-15,1971,,,Accesorios,Bolso de mano,"87,83",2,"175,66",Tarjeta de crédito,Oriente
16671,2025-06-10,1919,,,Pantalones,Jeans slim,"29,51",4,"118,04",Transferencia,Sur
16672,2025-03-13,2308,,,Accesorios,Gorra,"119,48",5,"597,4",Tarjeta de débito,Norte
16673,2025-04-23,2939,,,Accesorios,Gorra,"26,35",5,"131,75",Tarjeta de débito,Sur
16674,2025-04-18,1516,,,Camisetas,Camiseta estampada,"128,2",2,"256,4",Contra entrega,Sur
16675,2025-06-10,2256,,,Chaquetas,Chaqueta deportiva,"14,52",3,"43,56",Contra entrega,Sur
16676,2025-03-09,1831,,,Camisetas,Camiseta básica,"75,66",3,"226,98",Contra entrega,Ciudad
16677,2025-08-10,1574,,,Chaquetas,Chaqueta de cuero,"146,65",3,"439,95",Tarjeta de débito,Oriente
16678,2025-08-15,2940,,,Chaquetas,Chaqueta de cuero,"95,83",5,"479,15",Contra entrega,Ciudad
16679,2025-02-18,2801,,,Accesorios,Reloj,"101,81",3,"305,43",Tarjeta de crédito,Sur
16680,2025-04-25,2825,,,Accesorios,Gorra,"146,63",5,"733,15",Efectivo,Oriente
16681,2025-08-27,1765,,,Pantalones,Jogger,"97,97",5,"489,85",Tarjeta de débito,Sur
16682,2025-05-10,1073,,,Accesorios,Reloj,"35,96",5,"179,8",Tarjeta de crédito,Sur
16683,2025-04-04,1010,,,Chaquetas,Chaqueta de cuero,"150,56",3,"451,68",Contra entrega,Ciudad
16684,2025-03-14,2936,,,Chaquetas,Chaqueta de cuero,"188,78",2,"377,56",Tarjeta de crédito,Sur
16685,2025-01-14,1656,,,Camisetas,Camiseta básica,"140,04",2,"280,08",Transferencia,Sur
16686,2025-06-04,2902,,,Pantalones,Pantalón formal,"158,72",1,"158,72",Tarjeta de crédito,Occidente
16687,2025-04-14,1609,,,Accesorios,Bolso de mano,"128,82",3,"386,46",Transferencia,Ciudad
16688,2025-03-18,2207,,,Pantalones,Pantalón formal,"18,97",3,"56,91",Efectivo,Oriente
16689,2025-07-10,2930,,,Pantalones,Pantalón formal,"134,99",4,"539,96",Transferencia,Norte
16690,2025-05-22,2732,,,Zapatos,Zapatos de vestir,"16,68",1,"16,68",Tarjeta de crédito,Ciudad
16691,2025-07-15,2111,,,Camisetas,Camiseta básica,"54,06",4,"216,24",Tarjeta de débito,Norte
16692,2025-06-14,2525,,,Chaquetas,Chaqueta de cuero,"88,12",5,"440,6",Tarjeta de crédito,Ciudad
16693,2025-02-13,1414,,,Pantalones,Pantalón formal,"119,67",5,"598,35",Efectivo,Norte
16694,2025-07-11,2072,,,Vestidos,Vestido casual,"113,07",3,"339,21",Tarjeta de crédito,Sur
16695,2025-01-01,1296,,,Pantalones,Pantalón formal,"76,13",5,"380,65",Tarjeta de débito,Occidente
16696,2025-04-26,1969,,,Pantalones,Jeans slim,"184,27",3,"552,81",Tarjeta de crédito,Norte
16697,2025-01-06,2386,,,Camisetas,Camiseta básica,"150,76",1,"150,76",Contra entrega,Oriente
16698,2025-08-16,2595,,,Vestidos,Vestido de fiesta,"69,1",1,"69,1",Tarjeta de débito,Ciudad
16699,2025-06-27,2857,,,Zapatos,Zapatillas deportivas,"69,63",4,"278,52",Tarjeta de crédito,Occidente
16700,2025-04-17,2711,,,Vestidos,Vestido casual,"14,21",5,"71,05",Efectivo,Sur
16701,2025-07-25,2545,,,Camisetas,Camiseta deportiva,"95,73",1,"95,73",Tarjeta de crédito,Norte
16702,2025-06-28,1010,,,Vestidos,Vestido casual,"119,06",5,"595,3",Tarjeta de débito,Oriente
16703,2025-04-19,2357,,,Zapatos,Zapatos de vestir,"26,47",5,"132,35",Efectivo,Occidente
16704,2025-08-10,2516,,,Pantalones,Jeans slim,"125,79",4,"503,16",Tarjeta de débito,Norte
16705,2025-01-23,1637,,,Pantalones,Pantalón formal,"160,54",2,"321,08",Contra entrega,Norte
16706,2025-01-17,2404,,,Vestidos,Vestido casual,"89,33",4,"357,32",Contra entrega,Sur
16707,2025-02-10,1153,,,Camisetas,Camiseta estampada,"165,96",1,"165,96",Efectivo,Ciudad
16708,2025-05-14,2438,,,Camisetas,Camiseta deportiva,"150,95",5,"754,75",Efectivo,Oriente
16709,2025-02-13,2557,,,Zapatos,Sandalias,"196,17",1,"196,17",Tarjeta de débito,Occidente
16710,2025-06-26,1677,,,Pantalones,Jeans slim,"109,9",2,"219,8",Tarjeta de crédito,Norte
16711,2025-01-21,1371,,,Accesorios,Gorra,"73,48",3,"220,44",Tarjeta de débito,Ciudad
16712,2025-03-18,1696,,,Zapatos,Zapatillas deportivas,"148,23",1,"148,23",Transferencia,Oriente
16713,2025-06-02,2942,,,Accesorios,Reloj,"173,31",1,"173,31",Efectivo,Sur
16714,2025-06-06,1793,,,Chaquetas,Chaqueta de cuero,"137,25",1,"137,25",Contra entrega,Occidente
16715,2025-05-10,2410,,,Camisetas,Camiseta estampada,"54,06",1,"54,06",Tarjeta de débito,Occidente
16716,2025-04-22,1777,,,Accesorios,Bolso de mano,"173,42",5,"867,1",Tarjeta de débito,Norte
16717,2025-07-08,2867,,,Camisetas,Camiseta básica,"107,39",5,"536,95",Efectivo,Oriente
16718,2025-07-25,2117,,,Camisetas,Camiseta estampada,"65,86",3,"197,58",Tarjeta de crédito,Norte
16719,2025-04-24,2022,,,Chaquetas,Chaqueta de cuero,"123,23",2,"246,46",Transferencia,Occidente
16720,2025-04-21,1021,,,Zapatos,Zapatillas deportivas,"58,51",5,"292,55",Transferencia,Ciudad
16721,2025-02-01,2919,,,Chaquetas,Abrigo,"168,93",3,"506,79",Transferencia,Ciudad
16722,2025-04-28,1494,,,Zapatos,Sandalias,"125,88",1,"125,88",Efectivo,Norte
16723,2025-01-23,1270,,,Camisetas,Camiseta estampada,"100,9",4,"403,6",Efectivo,Norte
16724,2025-05-02,2686,,,Pantalones,Jogger,"32,01",4,"128,04",Tarjeta de débito,Ciudad
16725,2025-01-09,2874,,,Pantalones,Jeans slim,"197,44",4,"789,76",Tarjeta de crédito,Ciudad
16726,2025-05-06,1852,,,Chaquetas,Abrigo,"199,11",1,"199,11",Transferencia,Ciudad
16727,2025-05-07,2725,,,Vestidos,Vestido de verano,"175,13",5,"875,65",Efectivo,Oriente
16728,2025-06-12,1966,,,Vestidos,Vestido de verano,"184,98",4,"739,92",Transferencia,Ciudad
16729,2025-01-26,1856,,,Vestidos,Vestido de fiesta,"33,3",3,"99,9",Contra entrega,Norte
16730,2025-07-10,2531,,,Accesorios,Reloj,"116,48",1,"116,48",Contra entrega,Oriente
16731,2025-04-20,1813,,,Camisetas,Camiseta estampada,"68,41",1,"68,41",Transferencia,Sur
16732,2025-07-08,2026,,,Zapatos,Zapatos de vestir,"68,6",4,"274,4",Tarjeta de débito,Oriente
16733,2025-03-21,1918,,,Zapatos,Zapatos de vestir,"47,7",2,"95,4",Tarjeta de débito,Occidente
16734,2025-06-07,2347,,,Accesorios,Gorra,"139,38",2,"278,76",Contra entrega,Sur
16735,2025-04-14,1667,,,Chaquetas,Chaqueta de cuero,"166,72",4,"666,88",Tarjeta de crédito,Occidente
16736,2025-04-13,2762,,,Camisetas,Camiseta deportiva,"59,92",2,"119,84",Transferencia,Oriente
16737,2025-04-26,1842,,,Accesorios,Gorra,"83,01",2,"166,02",Tarjeta de crédito,Sur
16738,2025-01-17,1424,,,Vestidos,Vestido casual,"119,28",5,"596,4",Tarjeta de crédito,Norte
16739,2025-04-22,1165,,,Chaquetas,Chaqueta deportiva,"171,18",2,"342,36",Contra entrega,Ciudad
16740,2025-02-01,2611,,,Vestidos,Vestido de fiesta,"146,22",2,"292,44",Efectivo,Oriente
16741,2025-04-14,1527,,,Zapatos,Zapatos de vestir,"153,03",4,"612,12",Transferencia,Sur
16742,2025-01-25,2479,,,Camisetas,Camiseta deportiva,"85,08",2,"170,16",Transferencia,Oriente
16743,2025-07-25,2108,,,Zapatos,Zapatillas deportivas,"131,77",5,"658,85",Tarjeta de crédito,Ciudad
16744,2025-02-04,2769,,,Zapatos,Zapatillas deportivas,"120,19",1,"120,19",Tarjeta de crédito,Oriente
16745,2025-01-04,2135,,,Zapatos,Sandalias,"152,82",5,"764,1",Tarjeta de crédito,Norte
16746,2025-06-14,1851,,,Zapatos,Zapatos de vestir,"71,56",5,"357,8",Tarjeta de crédito,Oriente
16747,2025-08-27,1654,,,Camisetas,Camiseta estampada,"138,06",1,"138,06",Tarjeta de crédito,Oriente
16748,2025-06-01,1746,,,Zapatos,Sandalias,"24,05",3,"72,15",Efectivo,Occidente
16749,2025-05-13,1490,,,Chaquetas,Chaqueta de cuero,"122,48",4,"489,92",Tarjeta de crédito,Occidente
16750,2025-04-01,2360,,,Pantalones,Pantalón formal,"89,53",4,"358,12",Transferencia,Occidente
16751,2025-05-15,2471,,,Pantalones,Pantalón formal,"69,68",1,"69,68",Contra entrega,Occidente
16752,2025-02-27,1698,,,Camisetas,Camiseta estampada,"17,41",5,"87,05",Transferencia,Occidente
